sentence1,label
Vai ami phone khendo teckno camon 20 khena ke velo hobe,3
Viya vedio download hoy na,1
Gibona kono giveway na pawa ami,1
Ami kinbo kub taratari,0
"To apnara oboshor nen na keno? board er director, local dol er coach, papon shaheb mone hoi prai 3 term par kortese apnara godi charen na keno?",1
Onek valo lage vai apnar vedio holo,0
Koto percent commission deoa hobe ?,2
Vai honor 90 90pro niye kiso bolen are bangladesh a kobe asbe,2
Nice move walton xtraordinaryinnovationwitin,0
42 inch oled gaming monitor review cai,2
Dhaka broad omn mcq common ii ade nai,1
"Sakib nabi er ball e bar bar out hoy kn vai, extraordinary kisu to nai , sakib re nobi marattok read kore felse",2
"Khub valo laglo video ta. Apu ami apnr akjon fanapnk onk valo lage,vaiyar hasi ta onk valo lage. Apu amk aktu support koiren",0
Ma Shaa AllahShob Hairstyle ei cute lage,0
Vaiya comilla board e onek heard question kore emon hoile valo poient er jaigai faill kormo ja dekha jaitase vai?,2
"Phone 2 ta aaj porjonto khali reviewvideo tei dekhlam, shamne ar pore nai",3
Vai aske giveawey regalt dewor khotha si lo mone hoi,2
Anker er product e only bass i thake asole. Musical product e. But overall valo banay tara,0
Faruki bolling take shekta parba bd all boller,2
Bhai apnaka fake product dhorai deca,1
Vaiya right now google pixel 7 or iqoo neo 7 pro ei 2 tar moddhe konta kinbo? better konta hobe plzzz suggest koren,3
Dhonnobad vaiya. Ami koyekdin age apnather ekta video te ai laptop tar review deyar jonno request korsilam. Apni review niyei esechen lots of love brother,0
Item valo jader lack valo taberi porbe sum vai sub somoy asi apnor sate,0
Warranty va guaranty nia bollen na?,2
Bhai bangladesh a ki m34 ashbe na?,2
Ajkal more rgb mkre fps kotha ta khub serious lage,2
Dada ekdin baruipur r asma dhaba ta ghure jeo. Khub popular south 24 pgs e. Asma dhaba near baruipur railway flyover,2
Macher kochuri r combo r ja daam. Mone hoche rs. 30 for combo. Rs. 60 for ac kochurir vitor toh kichui nei,2
Apu apnar vlog dekhi na kno koi thaken ager moto vedio koren na nki?,1
Ki obostha sam vaiya?,2
As a viqi please one request pronounce viqarunnisa not viqarunnesa,2
Apu soriod pur kotai amar sosur bari o soriod pur,2
Vai apni ekhon kun camera use kore?,2
1213 te ki adamjee cantonment college asbe?,2
Onk sundor dress gula,0
Alhamdulillah sir ami a peyeci,0
Ami tei kopale nai tar upor ato sorto den keno,1
Chapterwise playlist sajai yt channel e dewar try krle help hoto vaia yt te prochor khujte hoi chap wise playlist er jonno,3
Bhai 22 tarik ar aga akta 45k modde akta pc banan plz,2
Ssc 2024 batch a higermath crouse a ki akhon vorti hoya jabe,2
Fahim vaier review gulo valoi lage,0
Video unlisted kora upload korar por jodi dakhe copy right chole asche er por oi unlisted video jodi delete kora dai kono problem hobe,2
Pawarbank boom fahim or gasse,1
Kunu notun pagol sara ei phone kinbena,1
Bhai amr monitor niye idea kom keo jodi bolten 1015k r majhe best monitor kunta hbe video editing r jonnu?,2
Apu tumi prokritir maje misha gaso atotae valo lagse shotti tumader dekhe shikhar ache jibon take kivabe shob kisur majao ato shundor kora ji love u dear,0
Ami 33 diye korsi eita casing egula halka change kore,2
Ami ei tablet diye video dektesi,0
Ata dea ke blog kora jabe,2
Hello vi asalamualikum. Apnader review ame 6 bochor dhore regular dekhi. Viya ame mi 11ne 5g phone ta 1. 5 years dhore use kori. Akhon je display issue tr jonne ki honor x50 ta ki incriminate update hobe at this price range!,3
Kashmir a ki akhon thanda ? weather kmn ?,2
Apu ei same saari amr baba amk gift korechilo 7 years back,2
Apu tmi arektu taratari video dity parona. Tmr video gula dekhar jonno wait kori,0
Eibar giveaway te amie win hobo hea vai ekhn dekhi ghono ghono giveaway astese apnar video te xanonx20 xtraordinrylnnovationwithin waltonmobile samzone,0
Asan akdin barata ratul vai ar sata,0
Tumi e toh amader mezban. Satti tumi e koli juger harish chandra,0
Samezone walton improve kortese idaning vayvalobasa neben vaiya from tangail,0
Vai lpddr 4x na 5x er ram royeche,2
Vai pixel 4 arrr network issue kivaba tik korbow,2
Lava agni 2 mobile e mediatek dimensity 7050 use kora hoyeche,2
Pdf ar solution ta diya dile onek valo hoy apu,2
Xanonx20 xtraordinarylnnovationwithin waltionmobile samzone,2
Efootball dekhe valo laglo,0
"Back side e dekhi peladn er gpu , atar ekta review koren",2
Sob e thikase but advance 150taka payment er option ta na dile valo hoto cz maximum customer ra totally cash on delivery dite chay bkash er jamelay jaite chayna,1
name ami shahadad,2
Amader shamim vai kothay unake chara adda jome na uni shera,0
Bahi samsung galaxy a14 er review plz,2
Apu tumi soriyotpor por ar ami o to oikhana kar mar deshi lok,2
"Form fill korlei 100 ber kore call diye disturb korbe, esob enader strategy",1
Tushar vi ar pokhe,0
Se to 5 wckt pete prto. Ore bowling e daya hy nei,2
Vai haoa je dik diye ber hoy oi karone ki screen gorom or problem hobe naki,2
Gaming phone er review gula emon vai dile onek valo hoy bro,3
Vai motorola 165 hz refreshed dai kinto samsung ekhono 120 hz kano,2
"Vai link a jaia ja porlam tate to onakai matha gurai oggan hoia jaba. 5600g ar 5700g ar vokto dar jonno motherboard nirdisto kora dauai mona hoi valo hoba ! ai board nila apni 100 power ningrata parban akhon taka basi thakla j kono company ta jata paran, avaba bolla mona hoi sobar bujhta sohoj hoba",2
Nazro 50 pro better than nazro 60,2
Phanteks nv7 build bangladesh 2023,0
Vai kal asbo tv kinte ?,2
"Ai vlog ta ki osombhob bhalo lagche bole bujhaite parbo na. Ato ta calm chilo. Akdom best best. Literary porte porte matha hang hoye gechilo then tomar vlog ta daklam 417 am a. And it really worthy! plus sandel duita amr o khub e bhalo lagche. Plus sadi bhaiyar tomake ring porai dewar bepar ta,faiza amr jonno shal banaiche,ar hat dhorar bepar ta khub khub khub e cute chiloar puro vlog tai osadharon chilo",0
Apnar class gulo onek vallage,0
Alhamdolillah apnar jonnoi sir onek dor assi but results ta akto kharap hoye gelo but alhamdolillah allah ja kore valor jonno,0
Apu apnader oykhaner khir ta asole onek speasal,0
Vai na vemge amai dite parten,2
Rakib ar er video published howar sathe sathei amake dekhte hoy!,0
"Riyad, bhai,o. To sob situation,e khelte pare, like stokes,but bcb. Te akhon, rajniti doikha gese, je karone riyad,bhai squad,e nai",3
Ami mota holeo hathi na line of the year,1
Kapshi ree deikhe video tee click korlam,0
Cable management updated kora dorkar,1
423 onek din por dujon k ek sathe dekha gelo,2
3 million ke liye ogrim subesca,2
Huawei p30 lite use kortesi 5 years dhore still happy,0
Fast paper ear common pai nai alhamdulillah tar por o valo hoyce,3
"Cumilla board e mcq sudu 3ta common asca,ami apnader sob gulo mcq porce but sudu 3ta common asca mcq onek karap hoica ajke",1
Deximpo international limited nekband gula joss,0
Vaiya bangladesh e paoa jay mini android phone review niye asben please,2
Boddo dam kno j eto price rakhe k jane,1
Remember the name asif ali karam jannat,2
Assalamualaikom vaiya,0
Dhaka board comon 30pore,2
Lianli o11 dynamic evo case diya akta pc dhaka,2
Asus vivobook 16x neya 1ta video dan vaiya laptop ta kamon cse diploma student dar jonno? same price a ke. Anno kono valo laptop asa?,2
Natural beauty ta nosto hoy e gece moida akto kom delaito hoto.makeup ta natural beauty k nesto kore dece,1
Er chaye oraimo better,3
"Indiate 35k er mane khoroch tai sodhu barar kotha hoy 500tk r eitar kina rate hobe khob beshi hole 25k sobai jodi 10 k love o kore phone er dam thakar kotha 36k thika 37 tk,eikhaneo syndicate hy re bangladesh",1
Kiset rog kiser samsung kisr goriber gadgets only,1
Vi youtube chanel create akta video bann plz notun vba,2
Sobar first ft team ke onk onk donnobad,0
Ami onek gulote ongsogrohon korechi but kono love hoyni,1
Al Serhan Nabil ay doroner vaccine ase nai companite akono,2
Dhaka board e eng 1st paper suggestion kichui common porenai,1
Horek rokom pagol aisha milaise mela,1
Vai gas laganor giveaway koi,2
"Full idea khubi baje , panta vhate ghee r moto obesta",1
Vai giveaway te aj projonto participate onek korlam but kokhon o kisu pailam e na,1
"Apu tmr kotha gula onk cute. Khub shondor kore kotha bolo tmi and vlog ta onk josss,",0
Barishal board e common ashenai!,1
First view kore charbo ajj amar favourite artist,0
050 i had to pause comment mota holey o hati na lol nice one,1
Review style vallgse vai!,0
Dada. Bacchan dhaba r ekta review hoye jak,2
Yeh kya hain bostir polapan studio te !,1
Toder dekhle Mone hoi corona ei deshe nai,1
Bhai ki amar kotha bollen?,2
Valo nah besi amr celo,1
Redmi ta niye akn walton dekhe ksto lgtse,1
Y didnt you try their doi fuchka ? purrai miss. 1 plate nile arek plate must newai lagto eto tasty,3
Ami sylhet theke boltesi. Amr bangla 2nd paper onk valo hoise apnra english ta valo koraiye den ami english e ektu week,3
Sir ami gpa 5. 00 paysi. Ami apnar class gulo kortam,0
Besh bhalo lagche everyday new new video upload korche good job!,0
Apni biye korar por theke food blogging mone hoy cherei disen,1
Love from thakurgaon,0
Apu onek mota hoye giyechen,1
Ami tumar ager viewers amar mobile ta kharap haye geche,1
Vaiya giveaway ta kake diben?,2
So unhygienic. Hat diye makhche abar gloves o use kore ni,2
Ami bhi onak osustho bhi dua korian,1
Hari jai time er kase. Bangla cq o complete korte pari nai. 2nd paper er rochonao complete korte pari nai. Kintu baki sob khub sundr kore likhsi alhamdulillah,3
Vai pulsar 125 bike ki ase bangladese amar balolage kinte cai,0
Vaiya apnar sathe kivabe contract korbo?,2
Vai huawei y3 2017 use kortasi akhono,2
Vai short flim kore fallen akta,2
"Mcq kharap hoice, comilla broad",1
Eta valoi. Ami 1 year use kortesi,0
E team naki wc jitbe,1
Sinapdrogon prossesor er phon er review den,2
Thumbnail a tahsan bhai ke dekhe chole aslam,2
"Kaku sob ei bhalo kinto mutton spoon diye khele manai na, i know it is unhygienic but we are bangalies",3
3 million hote r kisu lagbe,2
Shob sheshe ektai kotha j ei pc mobo ta kototuku support dite parbe ba kotodin survive korte parbe,2
Selfie r jonno phone ta best hote parlo na,1
Sam vai apnar video dekhe valo vabe vujte pari,0
"Dhandabaji babsa, client capture",1
Black color ta beshi sundor,0
Fahad sir amader guru,0
Nice video vaia.,0
Just awesome! faiza apu is so pretty bhaii. Or shb video amr onk valo lage,0
Bhai1 lakh ar modda akta pc dan,2
Next topic r upor video chai bhaiyya,0
12400 niye onek kushi asi,0
"The best is. Faiza apuakhne boshe boshe view ta dekha jeto,jodio dekhar kisu nai",0
"058 pcbbd er depression boys mone hoillo, minar bhai er gaan tare ki banay dillen apnara jini intro r idea ta dise take pcbbd theke noble deya hok",0
Jotoi ups thakuk main provider ra jodi ips ba ups ba generator jai e hok jodi na thake taile kono vabe internet cholbe na,1
Ato din por akta bal vedio up korlo,1
Toro mia mokhosh pore toka diye camera venge sob kora jaabe,1
Vaiya onk giveaway cmnt korsi kokhono pai nai kopal valo nah amr,2
Vaccine niteche apnio nen,0
2019 a vivo y15 kinchilam almost 20k diya. 2023 a eshew full charge kore aktana video dekhle ba game khelle 89 hour er besi backup day. Ajkalkar phone gulote ja kolpona matro,3
Ami ajka ai same lavel er video onek kujsi. Allah ki milai dilo re,0
Love you vai lave form rangpur,0
"First! btw, amake akta free graphic card dawa jabe lmao?",1
Sudhu taka nosto er chea bhalo alarm,1
Ei vaiya tar voice ta kmn jani tar review amr kno jani kokhono ee vlo lage na,1
Bro apni product review korben ar amader khule dekhaben na eta ki kore hoy,2
Onek por akta valo phone banaise walton e,0
Chare tin hagar taka kutau pabo banan sikan,2
Hi dada bhalo achen,0
Foodka r indrajit sir er channel e dekhechilam khub valo ranna onar,0
Msi b450 m pro er price koto keo janen?,2
Vai appni akta jinis maire,0
Vai 80k er moddhe kon laptop best hobe?,2
Food gulo r o besi kore show korle valo hoe. Kotha bolar somoe food ta dakha66en na kano?,1
Studio te ac lagan. Gaye ghamer chik chik light reflect kortese,1
Paila to valo hoito,3
Original pinik lebuchur na eta sajjad mamar ta hosse original diner bela pawa jai next time asle obossoy try korben aapu,2
Konodin o pabo na vhai. Ajaira giveway te thaki,1
Apu klk bride theka besi amr tmk vlo lagtasilo Tmk kae bride lagtasilo,0
Vai warzone mobile to akhono bangladesh release hoy nai kemne download korlen,2
Jordan version 6 lagbe amar nice lagse,0
Atc tushar vai vhalobasha koliza theke,0
Bro 3m ar basi dari nai samzone,2
Apu apne khub shundor kore bujhan kon dish kamon,0
Deshi band kine putki mara khan,1
"Apnar coupon code expire hoia gasy , akhon 3000 tk dea register kora onk koster",1
Isss Koto din bondi,1
Walton er rx7 mini phonti bebohar kortam oi somy oi dame oi phonti ja ja offer korcilo sei rokom dame ekhon ar valo smartphone dekha jay na walton er,1
Bro mobile to mobile e hoy,2
Deximpo onek valo ekta brand,0
Ami pray 3 years jabot huawei y7p use kortesi akhono full ok performance,2
Gojo saturo jodio kinar tk nai tarpor eta onk shundor lagse,2
180k diye lg c2 55 kena ami,2
CRB HILL e jawa uchit chilo apnder oita khub shundor jayga next bar jeyen,0
Janon er dam koto,2
Wear ta khub nimno man er agulo wear a resistance beshi proper output paua jayna,1
5055 k te mac m1 pawa jacche. Eta kno nibe manush ?,1
Vaia apnara ki iba admission course korechen?,2
Sir cycle 2 kobe diben?,2
Kotha sune boja galo realme pho er jonno 2 ta mohan manus er bondhu holo,0
Deximpo. Beautiful eraduds nice battery life fast canektibiti dam hisabe valo sam vaiya ki abosta,0
Apu onk sukiye gesen,2
Food walk hok arekta dada. Odheer agrohe boshe achi,0
Vaiya khub khub helpe hoise tnx,0
Vaiya giveaway te participate korbo ki vabe,2
Tshirts er color r skin color same Ami toh voy e paisilam eita ki pore Dekhi tshirt,3
Gazipur er best resort dream square resurt e ashte paren,0
"95 er maje konta vlo hobe vai, kindly",2
Ajk dekha holo vaiyar sathe. Onek sokto kote joriye dhorlo vai,0
Shariatpur e bari koi?,2
Eisob thik na ryzen7 diye koekdin age build korsi dhur,1
Nice vedio big fun samzone bai,0
"Under 15k er moddhe redmi 11prime e g99. Abar under 19k er moddhei infinix note 30 teu g99 r apni bolchen j 25k er niche naki ei processore paboi nah ooo ha realme 10 eu kintu g99, ota abar amoled display under 18k er moddhe",1
"Shariatpur ,kon grame apu",2
Cumilla broder prosno onek hard hoiche sir but tao pass nambar uthaite parchi,2
Ato amar bari r pase sob location apni elen cover korlen khub bhalo laglo,2
Ami instagram marketing koti,0
Setai 5/6k ja lage ami dimu diye dilei to hoy,0
Video tay ektu hypocrisy hoye gelo na?,1
Naim amar heda khele,1
Logitech er new mouse gulate ki double click issue hoy? mane ai model e hoar kemon chance ase?,2
Vai. Ai light repair kora jai ?,2
South sinthi more tanatani new restaurant,3
Vaiya amnake ami facebook a koto sms dey dekhen keno vaiya vaiya apnar kotha moto share korlam. Onek diner asa apnar akta gift pawar. Ata jeno amar vagge thake insallah,0
Router mini ups niye video banan 1500 taka mothe,2
Cumilar prosno onk kothin hy kenoamdr cumillar sthe ki amn shotrota sb smy sob jaygar prosno sohoj,1
"Viya ami redmi note 12 4g nibo,na samsung f23 5g nibo kn ta best hbe answer korben viya plz",2
Vai motorola moto x30 pro bangladesh e kobe asbe?,2
Sir valo nami dami college sara ki valo result shomvob?,2
Dada india theka love you,0
Ami kineci sob dike balo caj a dile gorom hoy kne aktu janben plz,2
Shob cheye binodon paoar moto jinish holo salman er post er comment gula pora hijra salman,0
"Khub bhalo laglo bhai, ekta information dite parben? parking er babosta ache?",0
"Display 6 something or prices around 20k 25k. Emon kono phone thakle suggest me,",2
Donnobadh shoriful vai abong hridoy vai,2
Amr khub iccha ekbar bangladesh jawer,0
Ay chap er sos ta na khaile chap khauai britha. Basically this sos is the show stopper,3
"Iqoo neo 6 user here. Very good phone! camera ta not very topnotch though, but batter backup osthir level er bhalo. Sod 89 hours! loving the experience",3
"kahini hoitache je manushre etto vudai mone koiren na vai , America theke copy kinbe eirokom vudai ektau nei",1
xtraordinarylnnovationwithin  samzone,2
Vai product er review deyar somoy product er upor agun er effect gula kmne den,2
Plastic afghan boys i am bangladeshi amra re je plastic bolta akhon amra o plastic bolmo afghanistan always plastic boys,1
Apu tumi kon clg student chila,2
Smart tala mane big problems,1
Amar 5 month hoiseTT ar Hepatitis b tika chara ar ki ki tika nite hobe,2
Onek age e eshe porlam mone hoy,2
Lol. Oneplus buds z2 onek beshi valo loool hailou rs4 plus onek beshi valo,3
"Ami 2021 sale 5600g niye pc kinsi, monitor charai 50k lege gese, egula dekhle kharap lage",1
Alhumdulillah valo hoise xm,0
Sir ssc 2025 batch er jonno class korano shuru koren please,2
Vai apnar mathai prblm ase vlo akta gaini daktar dkhn  Othoba prosuti bivage 1 mnt vorti thaken dkbn Aste Aste sob tik hoye gase,1
"Amr s23ultra water e immerse korle shob thik thak chole but spen er hole er vitore water dhuke, ei ta ki normal naki problem ache?",2
"Bhawal and sarah pray e offer dey,like ajke theke sarah te 12k including 3buffet meal. So good deal,offer time e gele worth it",0
Bhai 2000 tk er bhator anc ase amon headphone ar review deya jabe?,2
Ami tushar s23 ultra ke vote dilam,0
Vaiaa ami submit korta parci na,1
"Vai amar 2 ta lagbey,kivaby pabo?",2
Ondho naki! holud color kivabey komola hoy?,1
Ami Tika Dibonah Na diye Saudi Jabo Inshaallah,2
Hsc 5560 k r moddhe banan kisu vai,2
"Loveu,sam,vai",0
"Bhai valorant, csgo,apex khela jabe",2
Khub tarari mone hoche kharap hoy jabe,1
Nice watch and honest review. Colmi c81 amoled calling watch,0
Oi chasma tar dokhina koto0,1
Problem holo agolo tike na,1
Sir commerce niye akta department ft e chalu koren,2
"Bhai, eta toh unofficial?",2
Shudu dhaka jai kusu pai na so sad,1
"Eder moton 2 takar u tuber ,koti koti takar restaurant er bad review dia destroy kore dai hazaror enterprenure er,ki je mone kore ay so called 2 poisar u tuber , eder ke to sate sate police dia pitano uchit",1
Nah. Vai akhon to dekhteci wife ar kidney tao sell dite hobe,1
Apnar video dekhar jonno bose thaki apnar logic osadaron,0
Samzone xanonx20 waltonmobile extraordenaryinnovationwithin,0
Apu please wari coffe nut ar akta review koro please,2
Aato gulo food stall ki ek dine cover koren? aato khan ki bhabe bolben? aar aato rokom jinish ekdine khele taste justify kora jay?,2
Amr ache. Onk vlo price tolonai,0
Techland e eshe ki anurag saha bhaiyar sathe ekti chobi tola jabe?,2
Amader nana bari soriyatpur. Sokhipuramra o aikhane gurte jai tmk dekhe onkkk obak lagce,3
Alhamdulillah bangla common porchilo,0
Ebar thakurpukur elaka te visit koro,2
Camer aangle is kinda weird,1
Anek din por kono bugget phoner er prosongsa korlo amader . Bd te kobe asbe sei apekkhay thaklam,0
Congestion ta amare boilen 1 tarik a,2
Bhai eto scary music dilan kan suru ta bhoe paisilam,1
Jani eta pabo na tai vabtesi apnar result jananor por e phn ta kine felbo,2
Vai na desher baire gese,2
Ata mirpur a kothay kew bolben ?,2
Shoriful akta bosti sala,1
Appu kafer musrik munafak modir r desh kamon,1
Bhai sei moja laglo dui tai onek prio manus akshate,0
Poribesh bandhob gas kine diben ai asay bose asi,1
Mane tecno bujaye cacce tara design debe but software er belai 00,1
Apni je bhabe video banan apnar 500k subscriber ar joggo love for riju army dada best of luck,0
Charger gulo anker er khubi valo ami personally use kori best replacement of original,0
Bhai realme 8 er phone eh updyashar por screen choila gese keno,1
"38000takay arc 770 16gb pawa jay,tai bad diye 23bosor purono rtx 3060 newar kono mane hoy na",1
Amr barite o ache. Fst din barite jkhn ei light lagano hoeche. Barite keo janto na eta ki rkm light. Sbai voi peye giechilo j jachhilo oikhane,0
Wh ar price doa chilo nah,1
Vai viewsonic er 10. 5k r 12. 5k r monitor 2 ta review koren,2
Video er upore green line,1
50 budget e dedicated graphics card dia build dekhte chai,2
Youtuber food vlog korte gale eto quantity biriani pawa jai. Regular customer der eto quantity dewa hoi na,1
20k ar modhe pc build dekhan,2
Apu apni amader bogra explore korben please,2
Realme 11 pro plus nibo vay 42k kamon hoby,2
Sir vedio tay sommossha. Bar bar off hoye jay,1
Viya oraimo osw 16p smat watch ta kmn hbe plz aktu bolen review dile basi vlo hoi,2
Dada winter collection gula jhakkas,0
Amare mobile ta diya den vaiya,2
Amar poco f3 gt phon dek hoye gese update deyar por,1
15k tk vlo ekta gaming phone nite cai kon phone vlo hoive bolven plz,2
Xanonx20 xtraordinaryinnovationwithin waltonmobail samzone,0
Maiya go modde Tor Kam ki,1
Bhaloi khete paro kheye kheye ekdin,2
Vhai eto giveaway koren kivabe?,2
Vivo x90s phonar vedio chi,2
Assalamualaikum aputumi mutta hoyegesen sorry and qna vidio koren,3
Bon tomer shathe kivabe jogajog korbo ?,2
Phone ta budget heshebe thik ache. Good job walton xanon20,0
Tar mane vaccine chole asche jak baba bachlam,0
Ki hoylo eta Jatra pala r mtw nache porimoni,1
1 million theke samzone ar pase achi. And agrim congratulations 3 million ar,0
Kotodin cholbe offer ti?,2
Are tumi to amader ay khane asco,2
Play store e capcut apps available dekhacche na please onno apps dekhan,2
Good bye ft group subject change kormoo good bye ft,1
Ajke theke mobile e rtx lagaiye chalabo,1
Apu ei hijab style ta plz dhakan,0
Eta ki sudhu black color available ?,2
Eita kon class er?,2
Oh birthday Ami bhabsilam reg day je rong lagaiso,1
Software engineering er jonno 100k budget er build chaii,2
Phycial shop theke ki ei price e pabo component gula ?,2
Amrar sunamganj kila laglo afu,2
Walton xanon x20 review kobe pabo?,2
Eta bangladeshe kobe asbe and price kirokom hote pare?,2
Still using walton primo rx7 mini mobile. 3. 8 years,2
Vaire vai finally. Sobai rev dey khali chara jta sobcheye chai beshi,2
Pani puri abr kiii Allah,1
Mota moti editor der jonno kmn pc laga eiga niye videos diyen,2
Walton din din valo korche ejonno deshio company theke phone o kina barche,0
3 millone hota ar kisu lagba,2
"Bhai , model number bhul likhsen",1
"Food video popar review apni dite paren. Ar keo naa, khub valo",0
South india e asben apnake nijeke durbol mone hobe,1
Apnader editor er ki hoilo bhai ? ager editing dekhe inspired hoitam aro bhalo edit korar jonno now oi feel ta koi? syncing emn kenoooo? ager editor kothayyyyy?,1
Kapshi akhane ki kore?,2
Ei case diye ki black hole ehr mass jana jabe?,2
Are bhai biddut gele to router er internet server o to down hobe,2
Video call a jodi thik thak dakha jato tahoa nitam,3
Rs fahim bhair big fan ke ke acho? rs fahim bhai er video best,0
Bai amake dile oo tho hoitho ken hudai baglen,3
Intro ta darun hoyeche,0
Sam zone re ay polo ta pore video korte deklam but tusar vai onek age teke obosso at polo ta febrilife e available,2
"Sir ami hsc 24 bactch, sir ekta webapp banaile bhalo hoto for us and u guys also",0
Keu veg khele besi options nei thali te no veg thali,1
Vai era ruti o pochur khay soptay ekdin vat khay,1
Phone ta sundor ase,0
Dam dekhe ami hotas,1
Vesy shobi nei mone hoi,1
Lite koto amar anek gullo lagbe,0
Plz add bitu sar,0
Apnr vedio amr onk vlo laga apu,0
"Sylhet board a sudu poddo deuya, goddo nay kneo",1
Munjerin apu sukiye jassen,1
Camra focusing problem kno,1
In shaa allah nijer takay shopno puron korbo,2
shathe achi apnar bhai,0
"Use kortaci, review er wait korcilam",3
Arokm aro video cai please,2
Oneplus 8 use kortase 2 year dhore. Allah er rohomote 3ta white line porsilo. Display paltaiya custom rom e disi dour ekhn alhamdulillah valo asi,3
Amar ase onek din jabot alhamdulillah boro ekta 1000 ar soto ta 350 taka,0
"Kire vai free fire re pochanor ki dorker aga toh kaw free fire ootha bolto na,company too takaw dei nai,ami na janle janbe ke",1
Faiza apu ke just awesome lagche ei yellow outfit a. Ami to sudhu tomakei dekchi appi. Porir moto amar appi ta,1
Sir english version er jonno kon college gula best?,2
Ostir mone hocce ami okhne bose achi,2
Apu tmi onk. Mota hoye gecho go,1
Vai amar upor aktu doya korun please walton xanon x20 vs infinix note 30 er akta comparison video din,2
Apni nokol ta kinchen,1
Apnar description box e dokle mobile hang hoiye jai,1
Bhai virtual machine ki kaaj korbe bhalo bhabe?,2
"Onek sundor class,thank you 10 minute school,",0
Oneplus nord 3 niye vedio deiyen amara cant public schools er 300 jon subscriber opekha korse apnar vedio er,1
Tumar ide te nock dilam oikane msg kora jay na youtube dite Saudi bablam kobe dekbe ar ki delve na tai ay kane ase bollam tmi onk bhalo,0
Dada amar coment t reply korlen na,2
Ai build er shathe gpu rx 5700 xt cholbe ki?,2
"Swagotom amader paraye, subhro da!",0
Vai gaming er performance er clip gula baraile valo hotam,2
Ato tk niye lpddr 4x ram dicce,1
Extraordinaryinnovationwithin waltonmobile xanonx20 samzone,0
Pixel 4xl aidar te onk valo vaya,0
Foodistan khub overrated. Amra prai foodistan e onek rokom er snacks kheyechi. Taste hisebe price justified noy,2
Case ar sate ki 6 ta fan dia thake naki alada kore buy korta hoy plz kaw bolban?,2
haters barailen ar kisue na,1
health ministry ki korlo student der jonno kano tara vaccine ditay parlo na,1
Vai ami aponar video sob dekhi amake aponi aktu help koren,0
751 je dance step dekano hoise eta blackpink e dance step,2
Apu apnk e dekhte onk sundor lagse,0
Atc te giveaway obak korar moto bepar valo laglo,0
Ki ar bolbo shudhu review dekteci tk nai j kinbo dekei shanti pai,0
Apu amder gramer bario shariatpur,2
Kotai from pilap korbo,2
Amar dat khoy hoye geche,1
Faiza tume shariatpurer amader shariatpurer e ek star pelam tume jeta boleso seita sotti onk lok shariatpur cenena,2
Helio g99 ar camera deke bomi asche abr naki maratttok deal,1
Tushar bhai ke onek bhallage kintu ekta jinish onek chokhe portesilo je apni salman bhai er kothar majkhane kotha bola shuru kore den and nijer ekta opinion diye den. Eita ektu ashole birokto e lagse. Asha kori eita fix korben love,3
Bhai apnar comment ta pin kore diyen,2
Sir chemistryr unit 11 er comilla board er 2017 year er math ta ektu solution kore dile bhalo lagtoh,2
Bai koto taka light,2
Camera vala na original colour photo deka jayna don’t good camera and valo camera kinen,1
Dilbar awjoya tar location kothay apu,2
tomar style ta try krbo onek beshi shundor,0
No nid 4 bollar 2 fast boller 1 simar,2
Tushar vai er pokkhe,0
Eto sundor moment!ki sundor lagche tomader kechokhe pani eshe geche. Inshaallah allah amakeo ei sujog diben eto sundor jaygay jaoyar,0
3m er ogrim shuveccha. Love you broo,0
Ami fb te group khuje pai na kn,1
Apni sotto bolai bhule gechen,1
"Rtx 3060 gpu ar price 30,000 ato kom keno? jamela ache naki?",2
Gump vai deshe ashle onar sathe 1 ta episode make koriyen,2
Apnader video colourful e valo lage hdr manay na,3
Jodi 90 percent common ase taile xm theke aisa ami shobar 1st e course kinmu,0
25hajare tecno ken kinbo ?,2
I phone se 2020 in 2023 plz,2
Vaiya cumilla board ar sajeson ta akto diben,2
Emon bai ar shathe,2
Lockdown diyen navaccine den,0
Apnar alakar kasa asi,0
Hp 22f vs walton er ei monitor diya vedio den,0
"Chinese ee korle eau chew baah tung naam baah china town eer rakhben, mane jekhane as close as authetic pauya jaaywhich indian tastebuds can handle",2
Saje soner link ki babe pabo,2
150 tk hole thik cilo,1
Osthir ekta fon. Vhalobasa roilo,0
3 million is almost done congratulation on 2. 73 million vai,0
O babu gula koto cute,0
Walton din din khub valo korteche. Ar xiaomi din din biluptir poth ee. Phone er moto hal hobe mone hocche,3
50 hajar takar mobile a 8 megapixel ultra wide camera! amar kenar sokh ekhanei mite gece,1
Bhaiya eita r apnader channel r review kora walton monitor r moddhe konta valo beshi for gamingvideo whing,2
Siraj chuijhal o jashore er sohel vaiar,2
100 bikri korleo darazer lav ache,2
Dam ta ato kom keno,3
Ektu beshi ktha bole,1
"Salman vaiajoto moshola dhukbe toto valo hbe faiza apuoh, taile kalke khai",2
Vi ei fan er circuit ba eirokom dc fan control circuit ki koi pabo ba ki name oi circuit er plz bolen,2
2lakh takar best laptop video dorkar,2
Gojo sataru ar karone vedio te click korlam,2
"bad teletalk, current gele net thake na",1
Lava agni 2 phone tar giveaway te amake jitan please,2
Ato takar build a 3070? aita bhallaglo na,1
